AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4404288174,2017-06,800.873786
FR 4404288175,2017-06,776.990291
FR 4404288176,2017-06,851.067961
FR 4404288177,2017-06,833.980582
FR 4404288178,2017-06,886.990291
FR 4404288180,2017-06,697.281553
FR 4404288183,2017-06,533.495145
FR 4404288185,2017-06,645.436893
FR 4404288188,2017-06,917.961165
FR 4404288190,2017-06,781.844660
FR 4404288192,2017-06,947.378640
FR 4404288193,2017-06,991.844660
FR 4404288194,2017-06,923.300970
FR 4404288195,2017-06,832.330097
FR 4404658938,2017-06,195.339805
FR 4404658982,2017-06,646.213592
FR 4404659023,2017-06,879.223300
FR 4404659034,2017-06,881.844660
FR 4454691592,2017-06,1493.980582
FR 4454691593,2017-06,1043.106796
FR 4912264927,2017-06,187.864077
FR 4945368325,2017-06,184.563106
FR 4947438444,2017-06,907.281553
FR 4950954269,2017-06,61.941747
FR 4954667338,2017-06,1290.000000
FR 4956691421,2017-06,244.174757
FR 4958880362,2017-06,556.893203
FR 4958880363,2017-06,383.980582
FR 4963097404,2017-06,703.300970
FR 4968695856,2017-06,997.961165
FR 4404288019,2017-07,1225.533980
FR 4404288029,2017-07,817.281553
FR 4404288050,2017-07,759.029126
FR 4404288068,2017-07,957.378640
FR 4404288075,2017-07,672.912621
FR 4404288079,2017-07,797.378640
FR 4404288080,2017-07,653.592233
FR 4404288081,2017-07,269.223300
FR 4404288082,2017-07,666.213592
FR 4404288083,2017-07,581.067961
FR 4404288088,2017-07,214.368932
FR 4404288094,2017-07,1000.388349
FR 4404288097,2017-07,793.300970
FR 4404288098,2017-07,975.728155
FR 4404288100,2017-07,617.766990
FR 4404288101,2017-07,623.495145
FR 4404288105,2017-07,967.669902
FR 4404288109,2017-07,317.572815
FR 4404288110,2017-07,624.951456
FR 4404288111,2017-07,171.359223
FR 4404288112,2017-07,793.689320
FR 4404288115,2017-07,970.000000
FR 4404288116,2017-07,762.621359
FR 4404288120,2017-07,1172.427184
FR 4404288121,2017-07,800.873786
FR 4404288122,2017-07,604.660194
FR 4404288127,2017-07,651.844660
FR 4404288128,2017-07,274.271844
FR 4404288130,2017-07,108.932038
FR 4404288131,2017-07,748.155339
FR 4404288132,2017-07,1092.912621
FR 4404288133,2017-07,1098.058252
FR 4404288134,2017-07,972.135922
FR 4404288136,2017-07,999.126213
FR 4404288137,2017-07,788.640776
FR 4404288138,2017-07,793.300970
FR 4404288139,2017-07,215.728155
FR 4404288140,2017-07,674.174757
FR 4404288141,2017-07,872.427184
FR 4404288142,2017-07,836.019417
FR 4404288143,2017-07,669.417475
FR 4404288145,2017-07,1051.747572
FR 4404288146,2017-07,1038.155339
FR 4404288149,2017-07,1126.699029
FR 4404288150,2017-07,1212.135922
FR 4404288151,2017-07,617.087378
FR 4404288154,2017-07,1260.679611
FR 4404288155,2017-07,384.271844
FR 4404288156,2017-07,669.029126
FR 4404288158,2017-07,101.553398
FR 4404288159,2017-07,683.009708
FR 4404288161,2017-07,659.708737
FR 4404288162,2017-07,850.485436
FR 4404288163,2017-07,806.116504
FR 4404288164,2017-07,468.252427
FR 4404288165,2017-07,890.097087
FR 4404288167,2017-07,932.524271
FR 4404288168,2017-07,1022.815533
FR 4404288169,2017-07,903.592233
FR 4404288171,2017-07,718.737864
FR 4404288174,2017-07,816.019417
FR 4404288175,2017-07,811.844660
FR 4404288176,2017-07,877.281553
FR 4404288177,2017-07,852.621359
FR 4404288178,2017-07,905.533980
FR 4404288180,2017-07,752.233009
FR 4404288183,2017-07,525.048543
FR 4404288185,2017-07,698.640776
FR 4404288188,2017-07,931.456310
FR 4404288190,2017-07,781.456310
FR 4404288192,2017-07,1010.000000
FR 4404288193,2017-07,1006.116504
FR 4404288194,2017-07,937.961165
FR 4404288195,2017-07,865.728155
FR 4404658920,2017-07,197.864077
FR 4404658982,2017-07,721.747572
FR 4404659023,2017-07,961.553398
FR 4404659034,2017-07,932.621359
FR 4454691592,2017-07,1334.951456
FR 4454691593,2017-07,1015.436893
FR 4947438444,2017-07,1050.388349
FR 4950954269,2017-07,1150.776699
FR 4954667338,2017-07,1267.184466
FR 4958880362,2017-07,205.048543
FR 4958880363,2017-07,1301.262135
FR 4963097404,2017-07,410.291262
FR 4968695856,2017-07,953.106796
,2017-08,9.223300
FR 4404288019,2017-08,1249.805825
FR 4404288029,2017-08,726.116504
FR 4404288050,2017-08,631.456310
FR 4404288068,2017-08,898.058252
FR 4404288069,2017-08,93.203883
FR 4404288075,2017-08,238.058252
FR 4404288079,2017-08,449.029126
FR 4404288080,2017-08,251.553398
FR 4404288081,2017-08,1315.728155
FR 4404288082,2017-08,528.252427
FR 4404288083,2017-08,323.009708
FR 4404288088,2017-08,232.815533
FR 4404288094,2017-08,1042.038834
FR 4404288097,2017-08,658.252427
FR 4404288098,2017-08,907.475728
FR 4404288100,2017-08,219.126213
FR 4404288101,2017-08,188.155339
FR 4404288102,2017-08,14.368932
FR 4404288105,2017-08,927.669902
FR 4404288110,2017-08,471.941747
FR 4404288112,2017-08,681.844660
FR 4404288115,2017-08,875.048543
FR 4404288116,2017-08,693.883495
FR 4404288120,2017-08,1073.592233
FR 4404288121,2017-08,668.349514
FR 4404288122,2017-08,556.601941
FR 4404288127,2017-08,502.427184
FR 4404288131,2017-08,628.834951
FR 4404288132,2017-08,977.961165
FR 4404288133,2017-08,950.776699
FR 4404288134,2017-08,854.466019
FR 4404288136,2017-08,903.495145
FR 4404288137,2017-08,754.174757
FR 4404288138,2017-08,703.398058
FR 4404288140,2017-08,1165.825242
FR 4404288141,2017-08,734.174757
FR 4404288142,2017-08,751.067961
FR 4404288143,2017-08,579.708737
FR 4404288145,2017-08,1107.475728
FR 4404288146,2017-08,929.805825
FR 4404288149,2017-08,982.524271
FR 4404288150,2017-08,1098.155339
FR 4404288151,2017-08,1087.378640
FR 4404288154,2017-08,1179.029126
FR 4404288155,2017-08,1186.310679
FR 4404288156,2017-08,633.592233
FR 4404288157,2017-08,722.524271
FR 4404288158,2017-08,1211.553398
FR 4404288159,2017-08,659.708737
FR 4404288161,2017-08,1001.553398
FR 4404288162,2017-08,792.524271
FR 4404288163,2017-08,769.514563
FR 4404288165,2017-08,756.601941
FR 4404288167,2017-08,886.407766
FR 4404288168,2017-08,976.310679
FR 4404288169,2017-08,824.563106
FR 4404288171,2017-08,714.368932
FR 4404288174,2017-08,744.951456
FR 4404288175,2017-08,665.533980
FR 4404288176,2017-08,791.650485
FR 4404288177,2017-08,775.145631
FR 4404288178,2017-08,860.388349
FR 4404288180,2017-08,730.776699
FR 4404288183,2017-08,539.417475
FR 4404288185,2017-08,641.359223
FR 4404288188,2017-08,851.359223
FR 4404288190,2017-08,710.679611
FR 4404288192,2017-08,1008.640776
FR 4404288193,2017-08,938.834951
FR 4404288194,2017-08,841.650485
FR 4404288195,2017-08,840.194174
FR 4404288198,2017-08,391.067961
FR 4404288200,2017-08,385.922330
FR 4404288201,2017-08,340.485436
FR 4404288202,2017-08,439.029126
FR 4404288204,2017-08,187.864077
FR 4404288205,2017-08,169.805825
FR 4404288207,2017-08,424.563106
FR 4404658920,2017-08,1298.737864
FR 4404658938,2017-08,73.106796
FR 4404658982,2017-08,675.145631
FR 4404659023,2017-08,870.388349
FR 4404659034,2017-08,886.893203
FR 4454691592,2017-08,1285.436893
FR 4454691593,2017-08,911.165048
FR 4912264927,2017-08,494.271844
FR 4935590346,2017-08,118.543689
FR 4944526073,2017-08,58.543689
FR 4944526074,2017-08,59.223300
FR 4945368325,2017-08,567.184466
FR 4947438444,2017-08,901.262135
FR 4950954269,2017-08,1141.359223
FR 4954667338,2017-08,1048.543689
FR 4956691421,2017-08,510.194174
FR 4958880363,2017-08,1167.669902
FR 4968695856,2017-08,943.883495
,2017-09,0.000000
FR 4404281081,2017-09,223.592233
FR 4404288019,2017-09,1264.077669
FR 4404288028,2017-09,688.543689
FR 4404288029,2017-09,644.951456
FR 4404288050,2017-09,536.796116
FR 4404288068,2017-09,767.961165
FR 4404288069,2017-09,950.000000
FR 4404288081,2017-09,1102.330097
FR 4404288088,2017-09,1176.116504
FR 4404288094,2017-09,1001.941747
FR 4404288097,2017-09,566.601941
FR 4404288098,2017-09,892.621359
FR 4404288102,2017-09,941.747572
FR 4404288105,2017-09,843.398058
FR 4404288109,2017-09,5.728155
FR 4404288111,2017-09,647.087378
FR 4404288112,2017-09,552.621359
FR 4404288115,2017-09,826.019417
FR 4404288116,2017-09,563.106796
FR 4404288120,2017-09,920.291262
FR 4404288121,2017-09,578.737864
FR 4404288127,2017-09,237.378640
FR 4404288130,2017-09,1109.029126
FR 4404288131,2017-09,592.912621
FR 4404288132,2017-09,948.446601
FR 4404288133,2017-09,844.951456
FR 4404288134,2017-09,797.961165
FR 4404288136,2017-09,875.922330
FR 4404288137,2017-09,697.281553
FR 4404288138,2017-09,641.165048
FR 4404288139,2017-09,503.398058
FR 4404288140,2017-09,1132.233009
FR 4404288141,2017-09,647.184466
FR 4404288142,2017-09,664.757281
FR 4404288143,2017-09,340.485436
FR 4404288145,2017-09,1016.407766
FR 4404288146,2017-09,967.864077
FR 4404288149,2017-09,924.368932
FR 4404288150,2017-09,1033.495145
FR 4404288151,2017-09,1070.097087
FR 4404288154,2017-09,1116.699029
FR 4404288155,2017-09,1118.446601
FR 4404288156,2017-09,319.611650
FR 4404288157,2017-09,1039.417475
FR 4404288158,2017-09,1223.883495
FR 4404288159,2017-09,588.640776
FR 4404288161,2017-09,873.203883
FR 4404288162,2017-09,675.339805
FR 4404288163,2017-09,796.796116
FR 4404288164,2017-09,398.349514
FR 4404288165,2017-09,715.728155
FR 4404288167,2017-09,784.563106
FR 4404288168,2017-09,917.864077
FR 4404288169,2017-09,752.135922
FR 4404288171,2017-09,651.359223
FR 4404288174,2017-09,675.922330
FR 4404288175,2017-09,664.271844
FR 4404288176,2017-09,368.058252
FR 4404288177,2017-09,692.718446
FR 4404288178,2017-09,810.582524
FR 4404288180,2017-09,385.825242
FR 4404288183,2017-09,563.495145
FR 4404288185,2017-09,292.038834
FR 4404288188,2017-09,831.165048
FR 4404288190,2017-09,594.951456
FR 4404288192,2017-09,925.922330
FR 4404288193,2017-09,832.330097
FR 4404288194,2017-09,792.912621
FR 4404288195,2017-09,744.174757
FR 4404288198,2017-09,746.796116
FR 4404288200,2017-09,811.747572
FR 4404288201,2017-09,760.873786
FR 4404288202,2017-09,1111.067961
FR 4404288203,2017-09,250.679611
FR 4404288204,2017-09,861.553398
FR 4404288205,2017-09,666.796116
FR 4404288207,2017-09,1025.339805
FR 4404288208,2017-09,465.825242
FR 4404658920,2017-09,1217.475728
FR 4404658938,2017-09,1217.766990
FR 4404658982,2017-09,323.203883
FR 4404659023,2017-09,755.922330
FR 4404659034,2017-09,849.126213
FR 4454691592,2017-09,1004.757281
FR 4454691593,2017-09,829.029126
FR 4912264927,2017-09,1050.291262
FR 4935590346,2017-09,1188.349514
FR 4944526073,2017-09,687.669902
FR 4944526074,2017-09,634.660194
FR 4945368325,2017-09,1064.757281
FR 4947438444,2017-09,762.524271
FR 4950954269,2017-09,1037.961165
FR 4954667338,2017-09,909.514563
FR 4956691421,2017-09,839.805825
FR 4958880362,2017-09,431.067961
FR 4958880363,2017-09,992.233009
FR 4958880507,2017-09,87.475728
FR 4968695856,2017-09,916.407766
FR 4404288019,2017-10,1284.077669
FR 4404288028,2017-10,1196.601941
FR 4404288029,2017-10,640.582524
FR 4404288050,2017-10,159.320388
FR 4404288068,2017-10,736.990291
FR 4404288069,2017-10,664.077669
FR 4404288075,2017-10,465.048543
FR 4404288080,2017-10,314.174757
FR 4404288081,2017-10,1265.145631
FR 4404288088,2017-10,1234.077669
FR 4404288094,2017-10,1048.058252
FR 4404288097,2017-10,202.330097
FR 4404288098,2017-10,832.815533
FR 4404288100,2017-10,733.300970
FR 4404288101,2017-10,492.718446
FR 4404288102,2017-10,1180.679611
FR 4404288105,2017-10,773.398058
FR 4404288111,2017-10,1324.077669
FR 4404288112,2017-10,210.970873
FR 4404288115,2017-10,820.291262
FR 4404288116,2017-10,191.067961
FR 4404288120,2017-10,492.815533
FR 4404288121,2017-10,224.757281
FR 4404288128,2017-10,308.446601
FR 4404288130,2017-10,1445.631067
FR 4404288131,2017-10,583.398058
FR 4404288132,2017-10,855.728155
FR 4404288133,2017-10,932.233009
FR 4404288134,2017-10,777.475728
FR 4404288136,2017-10,783.980582
FR 4404288137,2017-10,550.485436
FR 4404288138,2017-10,565.048543
FR 4404288139,2017-10,861.262135
FR 4404288140,2017-10,1168.155339
FR 4404288141,2017-10,571.650485
FR 4404288142,2017-10,719.320388
FR 4404288145,2017-10,980.291262
FR 4404288146,2017-10,978.155339
FR 4404288149,2017-10,943.592233
FR 4404288150,2017-10,1005.145631
FR 4404288151,2017-10,1053.300970
FR 4404288154,2017-10,1017.961165
FR 4404288155,2017-10,1104.757281
FR 4404288157,2017-10,975.048543
FR 4404288158,2017-10,1149.708737
FR 4404288159,2017-10,581.650485
FR 4404288161,2017-10,879.708737
FR 4404288162,2017-10,655.533980
FR 4404288163,2017-10,791.456310
FR 4404288164,2017-10,1356.019417
FR 4404288165,2017-10,697.281553
FR 4404288167,2017-10,390.873786
FR 4404288168,2017-10,892.912621
FR 4404288169,2017-10,374.757281
FR 4404288171,2017-10,647.572815
FR 4404288174,2017-10,677.087378
FR 4404288175,2017-10,563.592233
FR 4404288176,2017-10,0.000000
FR 4404288177,2017-10,329.126213
FR 4404288178,2017-10,752.330097
FR 4404288183,2017-10,213.300970
FR 4404288188,2017-10,723.300970
FR 4404288190,2017-10,591.359223
FR 4404288192,2017-10,951.359223
FR 4404288193,2017-10,816.601941
FR 4404288194,2017-10,781.844660
FR 4404288195,2017-10,674.660194
FR 4404288198,2017-10,815.825242
FR 4404288199,2017-10,384.854368
FR 4404288200,2017-10,852.038834
FR 4404288201,2017-10,807.475728
FR 4404288202,2017-10,1100.388349
FR 4404288203,2017-10,865.339805
FR 4404288204,2017-10,879.514563
FR 4404288205,2017-10,621.262135
FR 4404288206,2017-10,2.038834
FR 4404288207,2017-10,1011.844660
FR 4404288208,2017-10,903.980582
FR 4404288212,2017-10,229.805825
FR 4404288213,2017-10,119.029126
FR 4404288218,2017-10,131.456310
FR 4404658920,2017-10,1247.281553
FR 4404658938,2017-10,1328.834951
FR 4404659023,2017-10,692.427184
FR 4404659034,2017-10,803.689320
FR 4454691592,2017-10,867.087378
FR 4454691593,2017-10,373.106796
FR 4912264927,2017-10,1009.223300
FR 4935590346,2017-10,1356.796116
FR 4944526073,2017-10,871.747572
FR 4944526074,2017-10,726.796116
FR 4945368325,2017-10,946.213592
FR 4947438444,2017-10,654.077669
FR 4950954269,2017-10,994.271844
FR 4954667338,2017-10,540.582524
FR 4956691421,2017-10,391.262135
FR 4958880362,2017-10,1272.038834
FR 4958880363,2017-10,958.737864
FR 4958880507,2017-10,626.407766
FR 4963097404,2017-10,1073.786407
FR 4968695856,2017-10,884.660194
FR 4404288019,2017-11,1197.864077
FR 4404288028,2017-11,1006.019417
FR 4404288029,2017-11,558.834951
FR 4404288068,2017-11,593.203883
FR 4404288069,2017-11,817.961165
FR 4404288075,2017-11,1229.126213
FR 4404288080,2017-11,1196.116504
FR 4404288081,2017-11,1079.805825
FR 4404288088,2017-11,1144.466019
FR 4404288094,2017-11,965.436893
FR 4404288097,2017-11,0.000000
FR 4404288098,2017-11,822.233009
FR 4404288100,2017-11,1235.825242
FR 4404288101,2017-11,983.786407
FR 4404288102,2017-11,1115.048543
FR 4404288105,2017-11,741.262135
FR 4404288111,2017-11,1211.553398
FR 4404288115,2017-11,746.310679
FR 4404288128,2017-11,1375.825242
FR 4404288130,2017-11,1227.184466
FR 4404288131,2017-11,154.077669
FR 4404288132,2017-11,843.689320
FR 4404288133,2017-11,883.300970
FR 4404288134,2017-11,641.553398
FR 4404288136,2017-11,548.932038
FR 4404288137,2017-11,118.446601
FR 4404288138,2017-11,557.475728
FR 4404288139,2017-11,775.533980
FR 4404288140,2017-11,1077.087378
FR 4404288141,2017-11,131.553398
FR 4404288142,2017-11,648.058252
FR 4404288145,2017-11,753.495145
FR 4404288146,2017-11,898.737864
FR 4404288149,2017-11,878.737864
FR 4404288150,2017-11,841.844660
FR 4404288151,2017-11,960.388349
FR 4404288154,2017-11,875.728155
FR 4404288155,2017-11,963.106796
FR 4404288156,2017-11,730.194174
FR 4404288157,2017-11,878.543689
FR 4404288158,2017-11,999.805825
FR 4404288159,2017-11,532.912621
FR 4404288161,2017-11,816.504854
FR 4404288162,2017-11,595.728155
FR 4404288163,2017-11,725.048543
FR 4404288164,2017-11,1180.000000
FR 4404288165,2017-11,725.533980
FR 4404288168,2017-11,905.631067
FR 4404288171,2017-11,634.660194
FR 4404288174,2017-11,311.941747
FR 4404288175,2017-11,145.145631
FR 4404288178,2017-11,678.446601
FR 4404288180,2017-11,578.640776
FR 4404288185,2017-11,591.456310
FR 4404288188,2017-11,514.854368
FR 4404288190,2017-11,698.446601
FR 4404288192,2017-11,923.203883
FR 4404288193,2017-11,772.718446
FR 4404288194,2017-11,711.165048
FR 4404288195,2017-11,699.029126
FR 4404288198,2017-11,761.262135
FR 4404288199,2017-11,695.533980
FR 4404288200,2017-11,815.533980
FR 4404288201,2017-11,783.495145
FR 4404288202,2017-11,963.592233
FR 4404288203,2017-11,960.291262
FR 4404288204,2017-11,761.165048
FR 4404288205,2017-11,561.553398
FR 4404288206,2017-11,674.563106
FR 4404288207,2017-11,915.436893
FR 4404288208,2017-11,850.679611
FR 4404288212,2017-11,1059.029126
FR 4404288213,2017-11,911.262135
FR 4404288215,2017-11,58.932038
FR 4404288218,2017-11,818.932038
FR 4404658920,2017-11,1050.097087
FR 4404658938,2017-11,1170.485436
FR 4404658982,2017-11,139.126213
FR 4404659023,2017-11,710.679611
FR 4404659034,2017-11,697.766990
FR 4454691592,2017-11,917.864077
FR 4912264927,2017-11,793.300970
FR 4935590346,2017-11,1199.708737
FR 4944526073,2017-11,873.786407
FR 4944526074,2017-11,794.951456
FR 4945368325,2017-11,793.398058
FR 4947438444,2017-11,663.592233
FR 4950954269,2017-11,865.825242
FR 4954667338,2017-11,81.553398
FR 4956691421,2017-11,132.135922
FR 4958880362,2017-11,1145.825242
FR 4958880363,2017-11,868.058252
FR 4958880507,2017-11,776.116504
FR 4958880509,2017-11,457.864077
FR 4963097404,2017-11,1340.485436
FR 4968695856,2017-11,735.145631
FR 4404288019,2017-12,1373.495145
FR 4404288028,2017-12,1019.514563
FR 4404288029,2017-12,570.970873
FR 4404288068,2017-12,573.689320
FR 4404288069,2017-12,1000.388349
FR 4404288075,2017-12,1323.300970
FR 4404288080,2017-12,1283.009708
FR 4404288081,2017-12,957.281553
FR 4404288088,2017-12,1118.446601
FR 4404288094,2017-12,1106.213592
FR 4404288097,2017-12,0.000000
FR 4404288098,2017-12,940.485436
FR 4404288100,2017-12,1349.029126
FR 4404288101,2017-12,1194.854368
FR 4404288102,2017-12,1121.456310
FR 4404288105,2017-12,22.524271
FR 4404288111,2017-12,1303.980582
FR 4404288115,2017-12,786.213592
FR 4404288120,2017-12,31.941747
FR 4404288121,2017-12,797.572815
FR 4404288128,2017-12,1565.631067
FR 4404288130,2017-12,399.029126
FR 4404288132,2017-12,944.660194
FR 4404288133,2017-12,922.524271
FR 4404288134,2017-12,20.388349
FR 4404288136,2017-12,14.757281
FR 4404288137,2017-12,0.000000
FR 4404288138,2017-12,582.038834
FR 4404288139,2017-12,741.262135
FR 4404288140,2017-12,1177.572815
FR 4404288141,2017-12,0.000000
FR 4404288142,2017-12,700.194174
FR 4404288145,2017-12,777.572815
FR 4404288146,2017-12,918.640776
FR 4404288149,2017-12,922.038834
FR 4404288150,2017-12,840.097087
FR 4404288151,2017-12,1007.961165
FR 4404288154,2017-12,941.941747
FR 4404288155,2017-12,1033.106796
FR 4404288156,2017-12,1487.864077
FR 4404288157,2017-12,876.990291
FR 4404288158,2017-12,997.669902
FR 4404288159,2017-12,18.446601
FR 4404288161,2017-12,903.883495
FR 4404288162,2017-12,539.902912
FR 4404288163,2017-12,739.805825
FR 4404288164,2017-12,1241.844660
FR 4404288165,2017-12,794.660194
FR 4404288167,2017-12,862.038834
FR 4404288168,2017-12,1033.786407
FR 4404288169,2017-12,1101.067961
FR 4404288171,2017-12,248.058252
FR 4404288175,2017-12,300.388349
FR 4404288177,2017-12,817.572815
FR 4404288178,2017-12,209.320388
FR 4404288180,2017-12,1380.679611
FR 4404288185,2017-12,1185.242718
FR 4404288188,2017-12,271.941747
FR 4404288190,2017-12,720.388349
FR 4404288192,2017-12,983.786407
FR 4404288193,2017-12,791.359223
FR 4404288194,2017-12,731.067961
FR 4404288195,2017-12,705.436893
FR 4404288198,2017-12,802.135922
FR 4404288199,2017-12,800.000000
FR 4404288200,2017-12,850.097087
FR 4404288201,2017-12,879.902912
FR 4404288202,2017-12,1009.417475
FR 4404288203,2017-12,1069.320388
FR 4404288204,2017-12,831.844660
FR 4404288205,2017-12,579.126213
FR 4404288206,2017-12,942.621359
FR 4404288207,2017-12,989.514563
FR 4404288208,2017-12,803.883495
FR 4404288211,2017-12,461.747572
FR 4404288212,2017-12,1105.922330
FR 4404288213,2017-12,988.543689
FR 4404288214,2017-12,819.126213
FR 4404288215,2017-12,1053.009708
FR 4404288218,2017-12,876.213592
FR 4404658920,2017-12,1316.504854
FR 4404658938,2017-12,1194.271844
FR 4404658982,2017-12,1062.330097
FR 4404659023,2017-12,758.640776
FR 4404659034,2017-12,750.776699
FR 4454691592,2017-12,1070.097087
FR 4454691593,2017-12,1149.223300
