AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4404288094,2018-01,1005.367184
FR 4404288097,2018-01,754.071941
FR 4404288098,2018-01,909.094757
FR 4404288100,2018-01,831.164368
FR 4404288101,2018-01,1162.531456
FR 4404288102,2018-01,1139.999611
FR 4404288111,2018-01,1307.498737
FR 4404288112,2018-01,17.317864
FR 4404288115,2018-01,698.766504
FR 4404288120,2018-01,1503.302330
FR 4404288121,2018-01,1434.682621
FR 4404288128,2018-01,1501.998834
FR 4404288130,2018-01,618.042912
FR 4404288131,2018-01,15.176407
FR 4404288132,2018-01,946.989223
FR 4404288133,2018-01,886.656019
FR 4404288134,2018-01,180.534077
FR 4404288137,2018-01,822.412330
FR 4404288138,2018-01,202.972815
FR 4404288139,2018-01,753.699514
FR 4404288140,2018-01,1162.624563
FR 4404288141,2018-01,627.632912
FR 4404288142,2018-01,685.452233
FR 4404288145,2018-01,802.859902
FR 4404288146,2018-01,826.974563
FR 4404288149,2018-01,924.084951
FR 4404288150,2018-01,856.768737
FR 4404288151,2018-01,1021.009126
FR 4404288154,2018-01,952.016990
FR 4404288155,2018-01,1006.763786
FR 4404288156,2018-01,1289.808446
FR 4404288157,2018-01,881.628252
FR 4404288158,2018-01,989.166601
FR 4404288161,2018-01,904.718737
FR 4404288162,2018-01,36.590970
FR 4404288163,2018-01,420.284077
FR 4404288164,2018-01,1227.426893
FR 4404288165,2018-01,843.547572
FR 4404288167,2018-01,1588.867475
FR 4404288168,2018-01,1098.939514
FR 4404288169,2018-01,1408.985145
FR 4404288171,2018-01,20.017961
FR 4404288174,2018-01,514.042621
FR 4404288175,2018-01,1078.456019
FR 4404288177,2018-01,1512.240582
FR 4404288178,2018-01,7.076116
FR 4404288180,2018-01,1296.512135
FR 4404288185,2018-01,1140.465145
FR 4404288188,2018-01,768.689708
FR 4404288190,2018-01,748.764854
FR 4404288192,2018-01,1019.798737
FR 4404288193,2018-01,844.664854
FR 4404288194,2018-01,743.271553
FR 4404288195,2018-01,710.497961
FR 4404288197,2018-01,766.362038
FR 4404288198,2018-01,797.459708
FR 4404288199,2018-01,830.140194
FR 4404288200,2018-01,861.889611
FR 4404288201,2018-01,914.494951
FR 4404288202,2018-01,1038.513203
FR 4404288203,2018-01,838.333592
FR 4404288204,2018-01,858.723980
FR 4404288205,2018-01,548.026601
FR 4404288206,2018-01,973.990194
FR 4404288207,2018-01,985.907864
FR 4404288208,2018-01,707.797864
FR 4404288211,2018-01,848.016699
FR 4404288212,2018-01,949.875533
FR 4404288213,2018-01,908.256796
FR 4404288214,2018-01,1118.585048
FR 4404288215,2018-01,1206.570970
FR 4404288218,2018-01,924.550485
FR 4404288221,2018-01,571.117087
FR 4404658920,2018-01,1306.474563
FR 4404658938,2018-01,1207.222718
FR 4404658982,2018-01,1267.183495
FR 4404659023,2018-01,878.090194
FR 4404659034,2018-01,809.098058
FR 4454691592,2018-01,1108.529514
FR 4454691593,2018-01,1535.703495
FR 4912264927,2018-01,268.054466
FR 4935590346,2018-01,1195.398155
FR 4944526073,2018-01,864.589708
FR 4944526074,2018-01,903.601456
FR 4945368325,2018-01,684.521165
FR 4947438444,2018-01,730.702135
FR 4950954269,2018-01,896.339126
FR 4954667338,2018-01,5.772621
FR 4958880362,2018-01,1084.601067
FR 4958880363,2018-01,838.799126
FR 4958880507,2018-01,812.356796
FR 4958880509,2018-01,664.596310
FR 4963097404,2018-01,1308.522912
FR 4968695856,2018-01,938.330291
FR 4404288019,2018-02,1202.567378
FR 4404288028,2018-02,824.833106
FR 4404288050,2018-02,1522.016796
FR 4404288069,2018-02,924.084951
FR 4404288075,2018-02,1004.529223
FR 4404288080,2018-02,1117.281553
FR 4404288088,2018-02,896.432233
FR 4404288097,2018-02,1113.836601
FR 4404288098,2018-02,715.805048
FR 4404288100,2018-02,854.534174
FR 4404288101,2018-02,986.373398
FR 4404288102,2018-02,950.527281
FR 4404288111,2018-02,1124.078349
FR 4404288115,2018-02,235.280873
FR 4404288120,2018-02,1581.046504
FR 4404288121,2018-02,1282.453009
FR 4404288128,2018-02,1323.978640
FR 4404288130,2018-02,531.826019
FR 4404288132,2018-02,804.535825
FR 4404288133,2018-02,751.837378
FR 4404288134,2018-02,1278.076990
FR 4404288137,2018-02,1288.132524
FR 4404288139,2018-02,711.429029
FR 4404288140,2018-02,1074.452427
FR 4404288141,2018-02,1290.367087
FR 4404288142,2018-02,589.272912
FR 4404288145,2018-02,719.529320
FR 4404288146,2018-02,832.840291
FR 4404288149,2018-02,895.408058
FR 4404288150,2018-02,877.252233
FR 4404288151,2018-02,924.271165
FR 4404288154,2018-02,849.692621
FR 4404288155,2018-02,904.253203
FR 4404288156,2018-02,1111.136504
FR 4404288157,2018-02,838.892233
FR 4404288158,2018-02,934.233592
FR 4404288161,2018-02,820.550194
FR 4404288162,2018-02,24.859514
FR 4404288164,2018-02,1031.809514
FR 4404288165,2018-02,767.944854
FR 4404288167,2018-02,1337.292912
FR 4404288168,2018-02,992.425339
FR 4404288169,2018-02,1180.873495
FR 4404288171,2018-02,341.795048
FR 4404288174,2018-02,1307.498737
FR 4404288175,2018-02,1046.241067
FR 4404288177,2018-02,1300.515728
FR 4404288178,2018-02,887.959514
FR 4404288180,2018-02,1025.850679
FR 4404288185,2018-02,970.172815
FR 4404288188,2018-02,771.203592
FR 4404288190,2018-02,686.290194
FR 4404288192,2018-02,943.637378
FR 4404288193,2018-02,767.200000
FR 4404288194,2018-02,722.601844
FR 4404288195,2018-02,642.064466
FR 4404288197,2018-02,960.582815
FR 4404288198,2018-02,806.770388
FR 4404288199,2018-02,814.870679
FR 4404288200,2018-02,833.678252
FR 4404288201,2018-02,776.045145
FR 4404288202,2018-02,950.713495
FR 4404288203,2018-02,918.684757
FR 4404288204,2018-02,775.020970
FR 4404288205,2018-02,463.485631
FR 4404288206,2018-02,863.751747
FR 4404288207,2018-02,918.777864
FR 4404288208,2018-02,691.783495
FR 4404288211,2018-02,835.819708
FR 4404288212,2018-02,957.417184
FR 4404288213,2018-02,819.712233
FR 4404288214,2018-02,995.684077
FR 4404288215,2018-02,1035.720000
FR 4404288218,2018-02,834.981747
FR 4404288220,2018-02,212.562815
FR 4404288221,2018-02,925.481553
FR 4404288231,2018-02,19.831747
FR 4404658920,2018-02,1115.978058
FR 4404658938,2018-02,1046.799708
FR 4404658982,2018-02,1067.748737
FR 4404659023,2018-02,826.602135
FR 4404659034,2018-02,308.183495
FR 4454691592,2018-02,1015.702038
FR 4454691593,2018-02,1329.844368
FR 4935590346,2018-02,1077.059417
FR 4944526073,2018-02,796.435533
FR 4944526074,2018-02,831.629902
FR 4945368325,2018-02,634.615922
FR 4947438444,2018-02,620.556796
FR 4950954269,2018-02,772.134660
FR 4958880362,2018-02,969.427961
FR 4958880363,2018-02,725.395048
FR 4958880507,2018-02,738.616213
FR 4958880509,2018-02,604.449320
FR 4963097404,2018-02,1101.639611
FR 4968695856,2018-02,880.138543
FR 4404288019,2018-03,1121.471359
FR 4404288028,2018-03,813.380970
FR 4404288050,2018-03,1055.086213
FR 4404288069,2018-03,1003.039514
FR 4404288075,2018-03,1055.272427
FR 4404288080,2018-03,1172.866310
FR 4404288088,2018-03,879.859223
FR 4404288097,2018-03,1095.773883
FR 4404288098,2018-03,466.930582
FR 4404288100,2018-03,980.880097
FR 4404288101,2018-03,998.291067
FR 4404288102,2018-03,968.403786
FR 4404288111,2018-03,1159.552038
FR 4404288120,2018-03,1648.176504
FR 4404288121,2018-03,1102.663786
FR 4404288128,2018-03,1352.841747
FR 4404288130,2018-03,563.575436
FR 4404288132,2018-03,483.689805
FR 4404288133,2018-03,201.390000
FR 4404288134,2018-03,1436.730970
FR 4404288136,2018-03,165.916310
FR 4404288137,2018-03,1273.700970
FR 4404288139,2018-03,736.195436
FR 4404288140,2018-03,1152.941456
FR 4404288141,2018-03,1296.325922
FR 4404288142,2018-03,632.660679
FR 4404288145,2018-03,710.684174
FR 4404288146,2018-03,827.440097
FR 4404288149,2018-03,918.405436
FR 4404288150,2018-03,919.615825
FR 4404288151,2018-03,953.227378
FR 4404288154,2018-03,275.875436
FR 4404288155,2018-03,961.327669
FR 4404288156,2018-03,1225.285436
FR 4404288157,2018-03,879.114368
FR 4404288158,2018-03,1031.064660
FR 4404288159,2018-03,1166.162621
FR 4404288161,2018-03,803.325436
FR 4404288162,2018-03,1330.403009
FR 4404288163,2018-03,793.083689
FR 4404288164,2018-03,1172.400776
FR 4404288165,2018-03,719.529320
FR 4404288167,2018-03,1398.836504
FR 4404288168,2018-03,941.123495
FR 4404288169,2018-03,1155.734660
FR 4404288171,2018-03,1216.905825
FR 4404288174,2018-03,1344.369029
FR 4404288175,2018-03,1147.913689
FR 4404288177,2018-03,1417.085436
FR 4404288178,2018-03,1216.719611
FR 4404288180,2018-03,1137.485728
FR 4404288185,2018-03,1017.377961
FR 4404288188,2018-03,786.752427
FR 4404288190,2018-03,743.830194
FR 4404288192,2018-03,825.857281
FR 4404288193,2018-03,825.950388
FR 4404288194,2018-03,770.086310
FR 4404288195,2018-03,694.762912
FR 4404288197,2018-03,939.354466
FR 4404288198,2018-03,808.818737
FR 4404288199,2018-03,869.896796
FR 4404288200,2018-03,852.392718
FR 4404288201,2018-03,754.630582
FR 4404288202,2018-03,985.907864
FR 4404288203,2018-03,948.665145
FR 4404288204,2018-03,846.247669
FR 4404288205,2018-03,505.756116
FR 4404288206,2018-03,889.263009
FR 4404288207,2018-03,994.846116
FR 4404288208,2018-03,748.671747
FR 4404288211,2018-03,952.948058
FR 4404288212,2018-03,950.713495
FR 4404288213,2018-03,875.948737
FR 4404288214,2018-03,1057.041456
FR 4404288215,2018-03,1107.039805
FR 4404288218,2018-03,844.571747
FR 4404288220,2018-03,1102.384466
FR 4404288221,2018-03,985.256116
FR 4404288222,2018-03,573.630970
FR 4404288224,2018-03,686.662621
FR 4404288225,2018-03,167.406019
FR 4404288229,2018-03,68.992135
FR 4404288231,2018-03,854.161747
FR 4404288233,2018-03,281.368737
FR 4404658920,2018-03,1178.918252
FR 4404658938,2018-03,1107.970873
FR 4404658982,2018-03,1104.898349
FR 4404659023,2018-03,277.178932
FR 4454691592,2018-03,1114.767669
FR 4454691593,2018-03,1392.784563
FR 4935590346,2018-03,1128.919902
FR 4944526073,2018-03,818.036310
FR 4944526074,2018-03,848.947766
FR 4945368325,2018-03,667.389514
FR 4947438444,2018-03,617.670485
FR 4950954269,2018-03,814.498252
FR 4958880362,2018-03,996.987572
FR 4958880363,2018-03,735.729902
FR 4958880507,2018-03,807.701456
FR 4958880509,2018-03,676.420873
FR 4963097404,2018-03,1126.312912
FR 4968695856,2018-03,804.256504
FR 4404288019,2018-04,929.392038
FR 4404288028,2018-04,735.729902
FR 4404288069,2018-04,883.117961
FR 4404288075,2018-04,1018.402135
FR 4404288080,2018-04,1068.307378
FR 4404288088,2018-04,722.229417
FR 4404288097,2018-04,1054.713786
FR 4404288098,2018-04,125.694174
FR 4404288100,2018-04,926.505728
FR 4404288101,2018-04,948.292718
FR 4404288102,2018-04,961.234563
FR 4404288111,2018-04,1091.863398
FR 4404288115,2018-04,372.334077
FR 4404288120,2018-04,1504.978252
FR 4404288121,2018-04,1165.790194
FR 4404288128,2018-04,1352.655533
FR 4404288130,2018-04,235.560194
FR 4404288134,2018-04,1331.892718
FR 4404288136,2018-04,1476.860000
FR 4404288137,2018-04,1214.485048
FR 4404288139,2018-04,717.294757
FR 4404288140,2018-04,1091.397864
FR 4404288141,2018-04,1164.114271
FR 4404288142,2018-04,231.277281
FR 4404288145,2018-04,267.402718
FR 4404288146,2018-04,686.848834
FR 4404288149,2018-04,787.311067
FR 4404288150,2018-04,887.121553
FR 4404288151,2018-04,916.077766
FR 4404288155,2018-04,852.578932
FR 4404288156,2018-04,1155.455339
FR 4404288157,2018-04,749.602815
FR 4404288158,2018-04,921.291747
FR 4404288159,2018-04,1368.949223
FR 4404288161,2018-04,678.189902
FR 4404288162,2018-04,1504.047184
FR 4404288163,2018-04,1469.132135
FR 4404288164,2018-04,1053.224077
FR 4404288165,2018-04,909.467184
FR 4404288167,2018-04,1332.172038
FR 4404288169,2018-04,1166.441941
FR 4404288171,2018-04,1218.116213
FR 4404288174,2018-04,1243.348155
FR 4404288175,2018-04,1029.295631
FR 4404288177,2018-04,1316.436990
FR 4404288178,2018-04,1089.163300
FR 4404288180,2018-04,1129.850970
FR 4404288185,2018-04,912.446601
FR 4404288188,2018-04,688.152330
FR 4404288190,2018-04,737.312718
FR 4404288193,2018-04,763.848155
FR 4404288194,2018-04,675.117378
FR 4404288195,2018-04,661.989320
FR 4404288197,2018-04,957.137864
FR 4404288198,2018-04,793.269902
FR 4404288199,2018-04,832.002330
FR 4404288200,2018-04,810.773980
FR 4404288201,2018-04,718.598252
FR 4404288202,2018-04,877.810873
FR 4404288203,2018-04,923.433203
FR 4404288204,2018-04,806.677281
FR 4404288205,2018-04,207.907475
FR 4404288206,2018-04,842.150970
FR 4404288207,2018-04,1021.660873
FR 4404288208,2018-04,693.738737
FR 4404288211,2018-04,957.882718
FR 4404288212,2018-04,956.858543
FR 4404288213,2018-04,804.256504
FR 4404288214,2018-04,1000.618737
FR 4404288215,2018-04,1074.080000
FR 4404288216,2018-04,552.868155
FR 4404288218,2018-04,883.676601
FR 4404288220,2018-04,1092.142718
FR 4404288221,2018-04,951.365242
FR 4404288222,2018-04,826.415922
FR 4404288224,2018-04,1140.185825
FR 4404288225,2018-04,941.030388
FR 4404288229,2018-04,877.624660
FR 4404288231,2018-04,1002.853300
FR 4404288232,2018-04,187.517087
FR 4404288233,2018-04,757.423786
FR 4404288234,2018-04,27.373398
FR 4404288235,2018-04,247.477864
FR 4404288236,2018-04,227.832330
FR 4404288237,2018-04,660.313398
FR 4404658920,2018-04,1100.708543
FR 4404658938,2018-04,979.111067
FR 4404658982,2018-04,1049.779126
FR 4404659034,2018-04,295.055436
FR 4454691592,2018-04,1048.103203
FR 4454691593,2018-04,1252.379514
FR 4912264927,2018-04,22.345631
FR 4935590346,2018-04,981.252524
FR 4944526073,2018-04,783.400582
FR 4944526074,2018-04,753.047766
FR 4945368325,2018-04,271.592524
FR 4947438444,2018-04,265.261262
FR 4950954269,2018-04,807.422135
FR 4954667338,2018-04,5.772621
FR 4958880362,2018-04,950.247961
FR 4958880363,2018-04,644.205922
FR 4958880507,2018-04,795.038932
FR 4958880509,2018-04,660.685825
FR 4963097404,2018-04,1087.394271
FR 4404288019,2018-05,142.639611
FR 4404288028,2018-05,678.283009
FR 4404288069,2018-05,817.384563
FR 4404288075,2018-05,1007.601747
FR 4404288080,2018-05,1005.367184
FR 4404288088,2018-05,797.459708
FR 4404288097,2018-05,1036.557961
FR 4404288100,2018-05,906.860194
FR 4404288101,2018-05,930.881747
FR 4404288102,2018-05,922.129708
FR 4404288105,2018-05,102.045048
FR 4404288111,2018-05,1008.719029
FR 4404288115,2018-05,1012.722621
FR 4404288120,2018-05,1418.016504
FR 4404288121,2018-05,1050.989514
FR 4404288128,2018-05,1236.458252
FR 4404288130,2018-05,18.155825
FR 4404288133,2018-05,951.830776
FR 4404288134,2018-05,1285.525533
FR 4404288136,2018-05,1414.106019
FR 4404288137,2018-05,1107.039805
FR 4404288139,2018-05,719.343106
FR 4404288140,2018-05,994.101262
FR 4404288141,2018-05,1113.371067
FR 4404288142,2018-05,17.969611
FR 4404288145,2018-05,20.949029
FR 4404288146,2018-05,670.275825
FR 4404288149,2018-05,594.673106
FR 4404288150,2018-05,871.386504
FR 4404288151,2018-05,821.853689
FR 4404288154,2018-05,803.511650
FR 4404288155,2018-05,477.544757
FR 4404288156,2018-05,932.836990
FR 4404288157,2018-05,718.784466
FR 4404288158,2018-05,870.455436
FR 4404288159,2018-05,1284.594466
FR 4404288161,2018-05,115.824854
FR 4404288162,2018-05,1416.526796
FR 4404288163,2018-05,1235.620291
FR 4404288164,2018-05,979.204174
FR 4404288165,2018-05,932.743883
FR 4404288167,2018-05,1221.933592
FR 4404288168,2018-05,608.918446
FR 4404288169,2018-05,1143.258349
FR 4404288171,2018-05,1099.591262
FR 4404288174,2018-05,1154.058737
FR 4404288175,2018-05,1054.993106
FR 4404288177,2018-05,1154.989805
FR 4404288178,2018-05,1012.629514
FR 4404288180,2018-05,1062.534757
FR 4404288185,2018-05,886.004271
FR 4404288188,2018-05,656.030485
FR 4404288190,2018-05,726.512330
FR 4404288192,2018-05,509.107961
FR 4404288193,2018-05,246.919223
FR 4404288194,2018-05,282.392912
FR 4404288195,2018-05,579.589805
FR 4404288197,2018-05,883.955922
FR 4404288198,2018-05,752.582233
FR 4404288199,2018-05,732.750485
FR 4404288200,2018-05,814.125825
FR 4404288201,2018-05,469.072038
FR 4404288202,2018-05,768.410388
FR 4404288203,2018-05,842.150970
FR 4404288204,2018-05,756.492718
FR 4404288205,2018-05,16.107475
FR 4404288206,2018-05,847.830485
FR 4404288207,2018-05,920.640000
FR 4404288208,2018-05,593.183398
FR 4404288211,2018-05,952.016990
FR 4404288212,2018-05,923.991844
FR 4404288213,2018-05,734.053980
FR 4404288214,2018-05,938.144077
FR 4404288215,2018-05,987.304466
FR 4404288216,2018-05,965.983009
FR 4404288217,2018-05,252.133203
FR 4404288218,2018-05,861.237864
FR 4404288220,2018-05,1006.112038
FR 4404288221,2018-05,877.252233
FR 4404288222,2018-05,824.646893
FR 4404288224,2018-05,1118.026407
FR 4404288225,2018-05,999.501456
FR 4404288229,2018-05,965.051941
FR 4404288231,2018-05,1050.244660
FR 4404288232,2018-05,898.666796
FR 4404288233,2018-05,820.829514
FR 4404288234,2018-05,783.866116
FR 4404288235,2018-05,848.854660
FR 4404288236,2018-05,795.970000
FR 4404288237,2018-05,1019.240097
FR 4404658920,2018-05,1079.200873
FR 4404658938,2018-05,784.145436
FR 4404658982,2018-05,937.026796
FR 4404659023,2018-05,700.628640
FR 4404659034,2018-05,864.775922
FR 4454691592,2018-05,978.459320
FR 4454691593,2018-05,1152.662135
FR 4912264927,2018-05,22.345631
FR 4935590346,2018-05,712.639417
FR 4944526073,2018-05,745.506116
FR 4944526074,2018-05,720.367281
FR 4945368325,2018-05,21.042135
FR 4947438444,2018-05,20.483495
FR 4950954269,2018-05,765.058543
FR 4954667338,2018-05,5.772621
FR 4958880362,2018-05,936.095728
FR 4958880363,2018-05,257.160970
FR 4958880507,2018-05,789.173203
FR 4958880509,2018-05,696.159514
FR 4963097404,2018-05,692.993883
FR 4404288019,2018-06,151.112330
FR 4404288028,2018-06,567.299708
FR 4404288069,2018-06,765.803398
FR 4404288075,2018-06,828.091844
FR 4404288080,2018-06,865.241456
FR 4404288088,2018-06,712.732524
FR 4404288097,2018-06,929.578252
FR 4404288098,2018-06,900.528932
FR 4404288100,2018-06,634.895242
FR 4404288101,2018-06,758.634174
FR 4404288102,2018-06,730.329708
FR 4404288105,2018-06,1297.815631
FR 4404288111,2018-06,832.933398
FR 4404288115,2018-06,1105.084563
FR 4404288120,2018-06,1262.062621
FR 4404288121,2018-06,884.049029
FR 4404288128,2018-06,1074.173106
FR 4404288132,2018-06,870.362330
FR 4404288133,2018-06,1352.469320
FR 4404288134,2018-06,1154.151844
FR 4404288136,2018-06,1262.155728
FR 4404288137,2018-06,991.680485
FR 4404288139,2018-06,613.201359
FR 4404288140,2018-06,25.418155
FR 4404288141,2018-06,978.459320
FR 4404288146,2018-06,250.271067
FR 4404288149,2018-06,14.524660
FR 4404288150,2018-06,768.596601
FR 4404288151,2018-06,724.184660
FR 4404288154,2018-06,1300.422621
FR 4404288156,2018-06,805.560000
FR 4404288157,2018-06,18.714466
FR 4404288158,2018-06,756.958252
FR 4404288159,2018-06,1103.687961
FR 4404288161,2018-06,222.711456
FR 4404288162,2018-06,1187.111650
FR 4404288163,2018-06,937.399223
FR 4404288164,2018-06,822.505436
FR 4404288165,2018-06,860.213689
FR 4404288167,2018-06,1089.163300
FR 4404288168,2018-06,1479.466990
FR 4404288169,2018-06,987.025145
FR 4404288171,2018-06,933.954271
FR 4404288174,2018-06,999.594563
FR 4404288175,2018-06,952.948058
FR 4404288177,2018-06,915.984660
FR 4404288178,2018-06,822.970970
FR 4404288180,2018-06,915.612233
FR 4404288185,2018-06,809.284271
FR 4404288188,2018-06,612.922038
FR 4404288190,2018-06,651.002718
FR 4404288192,2018-06,1372.859708
FR 4404288195,2018-06,17.597184
FR 4404288197,2018-06,844.851067
FR 4404288198,2018-06,574.189611
FR 4404288199,2018-06,491.790097
FR 4404288200,2018-06,737.312718
FR 4404288202,2018-06,258.371359
FR 4404288203,2018-06,802.487475
FR 4404288204,2018-06,612.084077
FR 4404288206,2018-06,786.193786
FR 4404288207,2018-06,828.371165
FR 4404288208,2018-06,233.046310
FR 4404288211,2018-06,808.446310
FR 4404288212,2018-06,821.388155
FR 4404288213,2018-06,641.226504
FR 4404288214,2018-06,814.963786
FR 4404288215,2018-06,857.234271
FR 4404288216,2018-06,384.437961
FR 4404288217,2018-06,912.912135
FR 4404288218,2018-06,787.124854
FR 4404288220,2018-06,841.871650
FR 4404288221,2018-06,815.243106
FR 4404288222,2018-06,745.226796
FR 4404288224,2018-06,959.931067
FR 4404288225,2018-06,893.080388
FR 4404288229,2018-06,833.678252
FR 4404288231,2018-06,921.105533
FR 4404288232,2018-06,853.696213
FR 4404288233,2018-06,668.693009
FR 4404288234,2018-06,905.556699
FR 4404288235,2018-06,806.118640
FR 4404288236,2018-06,830.140194
FR 4404288237,2018-06,896.804660
FR 4404658920,2018-06,953.413592
FR 4404658938,2018-06,485.924368
FR 4404658982,2018-06,808.166990
FR 4404659023,2018-06,1295.581067
FR 4404659034,2018-06,1261.969514
FR 4454691592,2018-06,400.545436
FR 4454691593,2018-06,998.570388
FR 4935590346,2018-06,16.479902
FR 4944526073,2018-06,556.126893
FR 4944526074,2018-06,255.112621
FR 4950954269,2018-06,609.849514
FR 4958880362,2018-06,815.056893
FR 4958880507,2018-06,719.436213
FR 4958880509,2018-06,651.282038
FR 4963097404,2018-06,672.696601
FR 4404288019,2018-07,1523.320291
FR 4404288028,2018-07,516.370291
FR 4404288069,2018-07,734.612621
FR 4404288075,2018-07,808.725631
FR 4404288080,2018-07,918.126116
FR 4404288088,2018-07,765.617184
FR 4404288097,2018-07,883.955922
FR 4404288098,2018-07,1407.309223
FR 4404288100,2018-07,19.459320
FR 4404288101,2018-07,690.293786
FR 4404288102,2018-07,787.869708
FR 4404288105,2018-07,1443.527766
FR 4404288111,2018-07,366.375242
FR 4404288115,2018-07,1256.383106
FR 4404288120,2018-07,1175.473300
FR 4404288121,2018-07,902.204854
FR 4404288128,2018-07,1033.113009
FR 4404288132,2018-07,1562.797572
FR 4404288133,2018-07,1419.506213
FR 4404288134,2018-07,1231.989126
FR 4404288136,2018-07,1337.944660
FR 4404288137,2018-07,983.393980
FR 4404288139,2018-07,538.529708
FR 4404288140,2018-07,37.428932
FR 4404288141,2018-07,1031.902621
FR 4404288142,2018-07,17.969611
FR 4404288145,2018-07,42.177378
FR 4404288146,2018-07,16.573009
FR 4404288150,2018-07,753.606407
FR 4404288151,2018-07,791.593980
FR 4404288154,2018-07,1411.778349
FR 4404288155,2018-07,209.490291
FR 4404288156,2018-07,875.669417
FR 4404288157,2018-07,219.825145
FR 4404288158,2018-07,713.942912
FR 4404288159,2018-07,1132.644174
FR 4404288161,2018-07,1123.426601
FR 4404288162,2018-07,1295.767281
FR 4404288163,2018-07,1052.758543
FR 4404288164,2018-07,743.457766
FR 4404288165,2018-07,890.938932
FR 4404288167,2018-07,973.431553
FR 4404288168,2018-07,1529.372233
FR 4404288169,2018-07,1066.724563
FR 4404288171,2018-07,1007.601747
FR 4404288174,2018-07,1051.920582
FR 4404288175,2018-07,960.117281
FR 4404288177,2018-07,1032.647475
FR 4404288178,2018-07,909.094757
FR 4404288180,2018-07,1013.281262
FR 4404288185,2018-07,853.696213
FR 4404288188,2018-07,693.552524
FR 4404288190,2018-07,686.197087
FR 4404288192,2018-07,1443.341553
FR 4404288193,2018-07,872.690000
FR 4404288194,2018-07,903.787669
FR 4404288197,2018-07,902.297961
FR 4404288198,2018-07,20.017961
FR 4404288199,2018-07,269.916601
FR 4404288200,2018-07,779.490097
FR 4404288202,2018-07,17.131650
FR 4404288203,2018-07,930.136893
FR 4404288204,2018-07,589.924660
FR 4404288205,2018-07,48.694854
FR 4404288206,2018-07,832.467864
FR 4404288207,2018-07,997.266893
FR 4404288208,2018-07,15.455728
FR 4404288211,2018-07,837.961165
FR 4404288212,2018-07,846.620097
FR 4404288213,2018-07,707.890970
FR 4404288214,2018-07,887.587087
FR 4404288215,2018-07,902.204854
FR 4404288217,2018-07,1227.240679
FR 4404288218,2018-07,805.839320
FR 4404288220,2018-07,937.119902
FR 4404288221,2018-07,860.120582
FR 4404288222,2018-07,797.087281
FR 4404288224,2018-07,1050.523980
FR 4404288225,2018-07,880.510970
FR 4404288229,2018-07,882.000679
FR 4404288231,2018-07,999.035922
FR 4404288232,2018-07,898.015048
FR 4404288233,2018-07,787.497281
FR 4404288234,2018-07,976.690291
FR 4404288235,2018-07,804.815145
FR 4404288236,2018-07,943.916699
FR 4404288237,2018-07,939.633786
FR 4404658920,2018-07,990.842524
FR 4404658938,2018-07,14.059126
FR 4404658982,2018-07,782.097087
FR 4404659023,2018-07,1451.907378
FR 4404659034,2018-07,1439.710388
FR 4454691592,2018-07,26.628543
FR 4454691593,2018-07,1054.248252
FR 4944526073,2018-07,18.248932
FR 4944526074,2018-07,16.759223
FR 4947438444,2018-07,20.483495
FR 4950954269,2018-07,630.146796
FR 4958880362,2018-07,850.903009
FR 4958880363,2018-07,439.743398
FR 4958880507,2018-07,712.360097
FR 4958880509,2018-07,700.535533
FR 4963097404,2018-07,665.899805
FR 4404288019,2018-08,1637.748543
FR 4404288028,2018-08,318.983883
FR 4404288069,2018-08,493.745339
FR 4404288075,2018-08,715.711941
FR 4404288080,2018-08,758.447961
FR 4404288088,2018-08,698.766504
FR 4404288097,2018-08,891.870000
FR 4404288098,2018-08,1380.494466
FR 4404288100,2018-08,0.000000
FR 4404288101,2018-08,561.713300
FR 4404288102,2018-08,732.284951
FR 4404288105,2018-08,1414.571553
FR 4404288111,2018-08,0.000000
FR 4404288115,2018-08,1211.878058
FR 4404288120,2018-08,1105.643203
FR 4404288121,2018-08,835.540388
FR 4404288128,2018-08,791.500873
FR 4404288132,2018-08,1591.567572
FR 4404288133,2018-08,1271.373300
FR 4404288134,2018-08,1129.850970
FR 4404288136,2018-08,1314.016213
FR 4404288137,2018-08,940.285533
FR 4404288140,2018-08,1299.026019
FR 4404288141,2018-08,946.803009
FR 4404288145,2018-08,1102.756893
FR 4404288146,2018-08,16.573009
FR 4404288149,2018-08,624.281067
FR 4404288150,2018-08,684.800485
FR 4404288151,2018-08,724.929514
FR 4404288154,2018-08,1325.933883
FR 4404288155,2018-08,972.128058
FR 4404288156,2018-08,890.752718
FR 4404288157,2018-08,1181.339029
FR 4404288159,2018-08,1057.693203
FR 4404288161,2018-08,1182.642524
FR 4404288162,2018-08,1046.706601
FR 4404288163,2018-08,960.675922
FR 4404288164,2018-08,61.729805
FR 4404288165,2018-08,821.946796
FR 4404288167,2018-08,923.153883
FR 4404288168,2018-08,1334.220388
FR 4404288169,2018-08,1036.837281
FR 4404288171,2018-08,996.801359
FR 4404288174,2018-08,1072.869611
FR 4404288175,2018-08,870.176116
FR 4404288177,2018-08,1000.804951
FR 4404288178,2018-08,911.329320
FR 4404288180,2018-08,1048.848058
FR 4404288185,2018-08,791.593980
FR 4404288188,2018-08,687.500582
FR 4404288190,2018-08,661.616893
FR 4404288192,2018-08,1357.869514
FR 4404288193,2018-08,1554.697281
FR 4404288194,2018-08,1388.315436
FR 4404288195,2018-08,417.677087
